,,,,,,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8,8,8,9,9,9,9,9,9,9,10,10,10,10,10,10,10,11,11,11,11,11,11,11,12,12,12,12,12,12,12,13,13,13,13,13,13,13,14,14,14,14,14,14,14,15,15,15,15,15,15,15,16,16,16,16,16,16,16,17,17,17,17,17,17,17,18,18,18,18,18,18,18,19,19,19,19,19,19,19,20,20,20,20,20,20,20,21,21,21,21,21,21,21
3,2,何卓佳(RSH),01:01,0,14,X,F,3,2,1,1,2,5,B,2,5,8,1,2,2,F,5,3,8,1,2,A,B,3,2,1,2,1,8,B,2,2,E,2,2,8,B,2,2,D,2,2,8,F,2,3,1,2,1,A,B,3,2,6,2,1,8,B,2,3,1,2,1,A,B,3,1,6,2,1,7,F,1,2,5,2,1,8,B,2,3,1,2,1,A,B,3,5,B,1,1,5,F,5,1,3,3,1,7,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,孫穎莎(RSH),01:02,1,5,Y,F,3,1,1,1,2,4,F,1,2,8,1,2,8,F,2,2,1,2,1,8,F,2,0,6,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,孫穎莎(RSH),01:03,1,5,Y,F,3,4,1,1,2,1,F,4,2,8,1,2,7,F,2,1,1,2,1,7,B,1,0,B,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,何卓佳(RSH),01:04,0,8,X,F,5,6,1,1,2,3,B,6,4,8,1,2,1,F,4,2,8,1,2,5,B,2,3,1,2,1,A,B,3,2,2,2,1,8,F,2,3,2,2,1,A,B,3,2,6,2,1,8,B,2,1,6,2,1,7,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,何卓佳(RSH),02:04,1,6,X,F,3,2,1,1,2,5,B,2,2,1,2,1,8,B,2,3,2,2,1,A,B,3,3,2,2,1,A,B,3,3,2,2,1,A,B,3,0,2,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,孫穎莎(RSH),02:05,1,4,Y,F,3,4,1,1,2,1,B,4,2,8,1,2,8,F,2,2,1,2,1,8,B,2,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,孫穎莎(RSH),02:06,1,4,Y,F,3,2,1,1,2,8,F,2,2,A,1,2,5,B,2,2,1,2,1,8,B,2,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,何卓佳(RSH),02:07,0,1,X,F,3,0,1,1,2,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,何卓佳(RSH),03:07,1,11,X,F,3,2,1,1,2,5,B,2,6,1,2,1,6,B,6,2,2,2,1,8,B,2,3,2,2,1,A,F,3,3,2,2,1,A,B,3,5,B,2,1,2,B,5,2,1,2,1,8,B,2,2,2,2,1,8,F,2,3,2,2,1,A,B,3,5,B,2,1,8,F,5,1,3,3,1,7,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,孫穎莎(RSH),04:07,0,7,Y,F,3,4,1,1,2,1,B,4,5,8,1,2,2,F,5,2,8,2,1,8,B,2,3,1,2,1,1,B,3,2,2,1,1,8,B,2,3,5,2,1,1,B,3,0,1,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,孫穎莎(RSH),04:08,1,6,Y,F,3,5,1,1,2,2,B,5,3,4,2,1,A,B,3,2,1,2,1,8,B,2,1,2,2,1,7,F,1,3,2,2,1,7,B,3,0,E,2,2,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,何卓佳(RSH),05:08,1,15,X,F,3,5,1,1,2,2,B,5,3,8,1,2,A,B,3,3,1,2,1,A,B,3,2,2,2,1,8,B,2,1,6,2,1,7,F,1,3,1,2,1,A,B,3,2,B,2,1,8,B,2,2,D,2,2,8,F,2,1,3,2,1,7,F,1,2,1,2,1,8,B,2,2,B,2,1,8,B,2,5,D,2,2,8,B,5,1,B,2,1,7,F,1,0,1,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,何卓佳(RSH),05:09,0,9,X,F,3,2,1,1,2,5,F,2,5,8,1,2,2,F,5,5,8,1,2,5,B,5,3,8,1,2,A,B,3,3,1,2,1,A,B,3,1,6,2,1,7,F,1,2,5,2,1,8,B,2,1,6,2,1,7,F,1,0,1,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,孫穎莎(RSH),05:10,1,5,Y,F,3,4,1,1,2,1,F,4,2,8,1,2,8,B,2,1,1,2,1,7,F,1,2,B,2,1,8,F,2,1,1,2,1,7,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,孫穎莎(RSH),06:10,0,6,Y,F,4,6,1,1,2,3,B,6,2,D,1,2,8,F,2,1,1,2,1,7,F,1,2,6,2,1,8,F,2,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,何卓佳(RSH),06:11,0,8,X,F,2,6,1,1,2,3,B,6,5,8,1,2,2,F,5,5,8,1,2,2,B,5,5,8,1,2,2,F,5,3,8,2,2,A,B,3,3,1,2,1,A,B,3,2,E,2,2,8,F,2,2,3,3,1,8,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,孫穎莎(RSH),01:00,0,11,Y,F,3,2,1,1,2,8,B,2,3,1,2,1,A,B,3,2,2,2,1,8,B,2,3,2,2,1,A,B,3,3,2,2,1,A,B,3,2,2,2,1,8,B,2,2,2,2,1,8,B,2,3,2,2,1,A,B,3,2,2,2,1,8,B,2,6,2,2,1,A,B,6,0,2,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,孫穎莎(RSH),01:01,1,5,Y,F,3,2,1,2,2,8,B,2,2,6,2,1,8,B,2,3,1,2,1,A,B,3,1,6,2,1,7,F,1,1,1,2,1,7,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,何卓佳(RSH),01:02,0,7,X,F,3,2,1,1,2,8,B,2,2,1,2,1,8,B,2,3,6,2,1,A,B,3,3,1,2,1,A,B,3,3,6,2,1,A,B,3,2,1,2,1,8,B,2,0,6,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,何卓佳(RSH),01:03,0,5,X,F,5,5,1,1,2,2,B,5,3,4,2,1,A,B,3,3,6,2,1,A,B,3,3,1,2,1,A,B,3,0,6,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,孫穎莎(RSH),02:03,0,9,Y,F,3,2,1,1,2,5,B,2,2,8,1,2,8,B,2,3,1,2,1,A,B,3,5,E,2,2,2,B,5,2,8,1,2,8,F,2,1,1,2,1,7,F,1,3,B,2,1,A,B,3,2,5,2,1,8,B,2,0,1,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,孫穎莎(RSH),02:04,1,6,Y,F,3,5,1,1,2,2,B,5,1,6,2,1,7,F,1,1,1,2,1,7,F,1,1,2,2,1,7,F,1,3,2,2,1,A,B,3,0,B,2,1,T,S,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7,何卓佳(RSH),02:05,0,4,X,F,2,6,1,1,2,3,B,6,1,8,1,2,1,F,1,3,8,1,2,A,B,3,6,3,3,1,A,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,何卓佳(RSH),03:05,1,6,X,F,3,4,1,1,2,1,F,4,2,8,2,2,8,B,2,2,8,1,2,8,B,2,2,8,1,2,8,B,2,1,1,2,1,7,F,1,0,1,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9,孫穎莎(RSH),03:06,0,16,Y,F,3,5,1,1,2,2,B,5,1,4,2,1,7,F,1,1,1,2,1,7,F,1,1,2,2,1,7,F,1,2,B,1,1,8,F,2,3,1,2,1,A,B,3,3,2,2,1,A,B,3,3,6,2,1,A,B,3,2,1,2,1,8,B,2,2,6,2,1,8,B,2,3,1,2,1,A,B,3,3,6,2,1,A,B,3,3,1,2,1,A,B,3,1,6,2,1,7,F,1,1,1,2,1,7,F,1,0,5,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,孫穎莎(RSH),04:06,0,4,Y,F,3,2,1,1,2,5,B,2,2,8,1,2,8,B,2,2,1,2,1,8,B,2,5,E,1,2,2,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
