,,,,,,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8,8,8,9,9,9,9,9,9,9,10,10,10,10,10,10,10,11,11,11,11,11,11,11,12,12,12,12,12,12,12,13,13,13,13,13,13,13,14,14,14,14,14,14,14,15,15,15,15,15,15,15,16,16,16,16,16,16,16,17,17,17,17,17,17,17,18,18,18,18,18,18,18,19,19,19,19,19,19,19,20,20,20,20,20,20,20,21,21,21,21,21,21,21
2,4,孫穎莎(RSH),04:00,1,2,X,F,3,6,1,1,2,3,B,6,0,8,1,2,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,王藝迪(RSH),04:01,1,2,Y,F,3,5,1,1,2,2,B,5,0,4,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,王藝迪(RSH),05:01,0,3,Y,F,3,5,1,1,2,2,F,5,1,8,1,2,1,F,1,0,3,3,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,孫穎莎(RSH),06:01,1,2,X,F,3,2,1,2,2,8,F,2,0,1,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,孫穎莎(RSH),07:01,1,7,X,F,3,5,1,1,2,2,B,5,3,4,1,1,A,B,3,2,2,2,1,8,B,2,3,2,2,1,A,B,3,2,2,2,1,8,F,2,2,2,2,1,8,F,2,1,2,2,1,7,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,王藝迪(RSH),08:01,1,5,Y,F,3,2,1,2,2,8,B,2,3,8,1,2,A,B,3,3,1,3,1,A,B,3,3,B,2,1,A,B,3,0,2,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,王藝迪(RSH),08:02,1,4,Y,F,3,5,1,1,2,2,F,5,5,A,1,2,2,F,5,2,8,1,2,8,B,2,0,8,1,2,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,孫穎莎(RSH),08:03,0,6,X,F,3,5,1,1,2,2,F,5,2,8,1,2,5,F,2,3,1,2,1,A,B,3,2,B,2,1,8,B,2,2,2,2,1,8,B,2,1,6,2,1,7,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,孫穎莎(RSH),09:03,1,2,X,F,3,2,1,2,2,5,B,2,0,1,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,王藝迪(RSH),10:03,0,2,Y,F,3,5,1,1,2,2,F,5,1,8,1,2,7,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,王藝迪(RSH),10:04,1,4,Y,F,3,6,1,1,2,1,B,6,4,A,1,2,3,F,4,5,A,1,2,5,F,5,0,1,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,孫穎莎(RSH),10:05,0,3,X,F,3,2,1,2,2,8,F,2,1,1,2,1,7,F,1,0,5,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,孫穎莎(RSH),11:05,1,4,X,F,3,5,1,1,2,5,B,5,2,1,2,1,8,B,2,3,2,2,1,A,B,3,0,2,2,1,O,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,孫穎莎(RSH),00:01,0,7,X,F,3,5,1,1,2,2,F,5,5,A,1,2,5,B,5,2,1,2,1,8,B,2,3,2,2,1,A,B,3,2,1,2,1,8,B,2,3,2,2,1,A,B,3,0,2,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,孫穎莎(RSH),01:01,1,2,X,F,3,5,1,1,2,2,B,5,0,4,1,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,王藝迪(RSH),01:02,1,4,Y,F,3,5,1,1,2,2,B,5,3,8,1,2,A,B,3,3,1,2,1,A,B,3,0,5,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,王藝迪(RSH),01:03,7,9,Y,F,3,2,1,2,2,8,B,2,4,8,1,2,1,F,4,2,3,3,1,8,B,2,2,B,2,1,8,F,2,2,1,3,1,8,B,2,2,B,2,1,8,F,2,3,1,3,1,A,B,3,5,B,1,1,8,F,5,1,1,3,1,7,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,孫穎莎(RSH),01:04,0,5,X,F,3,3,1,2,2,A,B,3,2,5,2,1,8,B,2,2,2,2,1,8,B,2,2,2,2,1,8,B,2,0,2,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,孫穎莎(RSH),01:05,0,3,X,F,3,6,1,1,2,3,B,6,2,1,2,1,8,B,2,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,王藝迪(RSH),01:06,1,8,Y,F,3,5,1,1,2,5,B,5,3,8,2,2,A,B,3,3,1,2,1,A,B,3,3,6,2,1,A,B,3,2,1,2,1,8,B,2,2,6,2,1,8,F,2,1,1,2,1,7,F,1,0,2,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,王藝迪(RSH),01:07,1,6,Y,F,3,5,1,1,2,5,B,5,3,8,2,2,A,B,3,3,1,2,1,A,B,3,2,6,2,1,8,B,2,2,1,2,1,8,B,2,0,6,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,孫穎莎(RSH),02:07,1,2,X,F,3,4,1,1,2,1,F,4,0,8,1,2,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,孫穎莎(RSH),03:07,1,10,X,F,2,2,1,1,2,5,B,2,2,1,2,1,8,B,2,3,2,2,1,A,B,3,1,2,2,1,7,F,1,1,1,3,1,7,F,1,1,2,3,1,7,F,1,1,5,2,1,7,F,1,1,1,2,1,7,F,1,2,2,2,1,8,B,2,0,6,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,王藝迪(RSH),03:08,1,9,Y,F,3,5,1,1,2,2,B,5,5,8,1,2,2,B,5,2,8,1,2,5,B,2,3,1,2,1,A,B,3,2,2,2,1,8,F,2,2,5,2,1,8,F,2,3,1,3,1,A,B,3,2,2,2,1,8,F,2,3,1,3,1,A,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,王藝迪(RSH),04:08,0,6,Y,F,3,5,1,1,2,2,B,5,4,8,1,2,1,F,4,5,8,1,2,2,B,5,5,8,1,2,2,F,5,3,8,1,2,A,B,3,1,1,2,1,7,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,孫穎莎(RSH),04:09,0,2,X,F,6,4,1,1,2,4,F,4,1,1,3,1,7,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,孫穎莎(RSH),05:09,1,2,X,F,2,2,1,2,2,8,F,2,0,1,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,王藝迪(RSH),06:09,0,5,Y,F,3,5,1,1,2,2,F,5,5,8,1,2,2,F,5,5,8,1,2,2,F,5,2,8,1,2,8,F,2,0,1,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,王藝迪(RSH),06:10,1,4,Y,F,3,5,1,1,2,2,F,5,4,8,1,2,4,F,4,5,1,2,1,8,F,5,0,1,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,孫穎莎(RSH),07:10,1,4,X,F,3,5,1,1,2,2,F,5,2,8,1,2,8,B,2,2,1,2,1,8,B,2,0,6,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,孫穎莎(RSH),08:10,1,14,X,F,3,5,1,1,2,2,B,5,3,4,2,1,A,B,3,2,1,2,1,8,B,2,3,2,2,1,A,B,3,2,2,2,1,8,B,2,3,2,2,1,A,B,3,3,2,2,1,A,B,3,2,2,2,1,8,F,2,2,2,2,1,8,B,2,3,2,2,1,A,B,3,3,2,2,1,A,B,3,2,5,2,1,8,B,2,3,6,2,1,A,B,3,0,1,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,19,王藝迪(RSH),09:10,0,6,Y,F,3,5,1,1,2,2,F,5,3,8,1,2,A,F,3,2,1,2,1,8,B,2,2,2,2,1,8,B,2,2,2,2,1,8,B,2,1,2,2,1,7,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,王藝迪(RSH),10:10,0,3,Y,F,2,5,1,1,2,5,F,5,2,8,1,2,8,F,2,0,1,1,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,21,孫穎莎(RSH),10:11,0,3,X,F,3,5,1,1,2,2,B,5,2,4,2,1,8,B,2,0,1,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,王藝迪(RSH),10:12,0,6,Y,F,2,5,1,1,2,2,B,5,3,8,1,2,A,B,3,2,1,2,1,8,B,2,3,2,2,1,A,B,3,3,1,2,1,A,B,3,0,B,2,1,T,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,王藝迪(RSH),00:01,1,6,Y,F,3,5,1,1,2,2,F,5,4,8,1,2,4,F,4,1,1,3,1,7,F,1,1,5,2,1,7,F,1,1,1,3,1,7,F,1,0,5,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,王藝迪(RSH),01:01,0,7,Y,F,3,5,1,1,2,2,F,5,3,8,1,2,A,F,3,2,1,2,1,8,B,2,2,2,2,1,8,F,2,3,2,2,1,A,B,3,2,2,2,1,8,F,2,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,孫穎莎(RSH),01:02,0,8,X,F,3,3,1,2,2,A,B,3,3,1,2,1,A,B,3,3,2,2,1,A,B,3,3,2,2,1,A,B,3,2,2,2,1,8,B,2,1,2,2,1,7,F,1,5,5,2,1,2,F,5,1,1,2,1,7,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,孫穎莎(RSH),02:02,1,3,X,F,3,5,1,1,2,2,F,5,2,8,1,2,8,B,2,3,1,2,1,A,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,王藝迪(RSH),03:02,3,3,Y,F,2,2,1,2,2,8,B,2,5,8,1,2,2,B,5,0,8,1,2,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,王藝迪(RSH),03:03,1,2,Y,F,3,5,1,1,2,2,F,5,0,8,1,2,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7,孫穎莎(RSH),03:04,0,3,X,F,3,6,1,1,2,3,B,6,1,4,2,1,7,F,1,0,B,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,孫穎莎(RSH),03:05,0,3,X,F,3,3,1,2,2,A,B,3,1,1,2,1,7,F,1,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9,王藝迪(RSH),04:05,0,9,Y,F,3,5,1,1,2,2,F,5,3,8,1,2,A,F,3,2,1,2,1,8,B,2,3,2,2,1,A,B,3,2,2,2,1,8,B,2,2,2,2,1,8,B,2,2,2,2,1,8,B,2,3,2,2,1,A,B,3,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,王藝迪(RSH),05:05,0,3,Y,F,3,5,1,1,2,2,F,5,1,8,1,2,4,F,1,0,1,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
